x,y
4.753198042323167,18.144798479275106
7.482920440979423,20.002887785711117
1.001029373356104,4.084733425522222
3.7209931536865577,16.32715167730305
2.3208030173540175,9.982894012493706
1.8310473529191802,9.986937437923409
2.676341902399038,9.781126754965795
4.11004654338743,14.505377059219153
4.570907268076029,17.165132794211946
5.849350606030212,21.990544411222956
4.772750629629654,17.85633870667668
7.166975503570836,25.399696324027595
2.840070247583657,8.968241445779794
8.90305692751851,31.817626373397914
1.2464883387813355,6.166550914013651
7.03420759160562,27.999626396454023
4.755743221304143,20.802919108942984
6.028208456011765,21.897146734490068
2.263482447357104,7.980463103640246
2.782913401763909,8.878277333370038
8.206701118079831,29.69226169595179
9.714354181474578,33.55367129483806
3.8208176034331855,13.136096184444625
7.230903541023826,25.381227078830175
8.887502370664345,28.774380172814734
9.051459971534626,33.261341009704196
1.7653979023280013,6.14615748820801
1.3514930490959411,9.815875523978306
2.5284737760811202,11.17801469763604
8.903282530864718,32.466403795021535
1.8851215044974508,4.591909352393589
4.78996862504547,17.82554533057378
9.621005771354518,35.23993811019101
5.798487564757154,17.733982780036946
7.226894025554261,24.438750065040484
3.8396406790545665,14.326675847007417
7.178508349134253,20.960800173946055
8.511631047076357,30.358279079125033
1.1645944960977261,8.07341405507271
7.751298834504707,24.363173389644338
9.899749800158453,34.975824786507296
7.733490889418555,22.94699515689801
3.5239959285796467,13.086900240085699
8.103513956063397,23.239103293096157
1.9290340591987782,11.383613817103022
5.0310417355831465,19.32758725445571
9.17735952783786,31.502567597845708
3.6425273353631153,11.262728982422647
3.5899780472771385,17.23869644412703
2.170257149064499,14.704640982223825
1.1743026208326737,-0.007462075634067311
7.109519796459018,28.56443142985027
2.9046530440005314,16.073074652448447
3.389919934350036,13.781274876361044
5.424158433523044,15.780710811944338
1.4802629060537233,9.150890397306666
6.167058449428118,21.25017905440693
2.3205571741522912,7.4800489326151745
6.303749832129558,18.547012547420177
7.297825240188381,27.119544518540884
1.9210098594504326,10.37170264097195
4.726503890376115,15.240545454682998
7.249601419549706,26.87293362475666
4.727613425742124,13.681719464792474
1.4495811305147845,8.866721769787084
5.823067653239605,20.814671768301153
6.974151806978099,23.856284056956778
5.634002008524777,19.755268910118087
9.50135280391732,35.23605508374889
6.278995364517936,24.407969854278317
9.130617237590952,33.012901995228724
2.2372723373161376,9.434238726269605
2.253487125256827,9.307296540822804
8.266521598385715,30.471335980749146
4.579091532869802,17.329531159363068
2.488187774052395,11.884264486263739
9.347577223564304,31.19927565602981
4.129892737709559,7.867638105234651
7.7573089282254,30.07772782231079
7.533981868154063,32.79638001242348
8.949754820852288,32.16079649847568
6.61304986350048,22.941946356526064
7.758481906246034,26.555731963611514
4.140085077800583,14.848113939527465
3.429351025885235,12.947619059027028
9.062975963764602,27.838615695994292
4.852820708841654,15.970383929974693
9.68356042433547,30.23049089613949
6.970973480366033,25.15206129535292
6.595261481882096,22.294676359004225
2.032713756580377,9.841953680820106
9.54540332836364,32.24845133795433
5.0492092013194645,21.118935467751985
6.205506529484186,22.55849792482993
4.673231224851531,23.510100667676674
3.1332428221872495,6.243956403435284
9.130415685060283,29.483100911681195
6.163115380050573,24.484585660110493
1.0258329432804307,12.668934186080595
6.554304222586515,22.305584390259792
